"id","label","comment","enumerationtype","supersedes","supersededBy","isPartOf"
"http://schema.org/Podiatric","Podiatric","Podiatry is the care of the human foot, especially the diagnosis and treatment of foot disorders.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/PotentialActionStatus","PotentialActionStatus","A description of an action that is supported.","http://schema.org/ActionStatusType","","",""
"http://schema.org/PreOrder","PreOrder","Indicates that the item is available for pre-order, but will be delivered when generally available.","http://schema.org/ItemAvailability","","",""
"http://schema.org/PreSale","PreSale","Indicates that the item is available for ordering and delivery before general availability.","http://schema.org/ItemAvailability","","",""
"http://schema.org/PrescriptionOnly","PrescriptionOnly","Available by prescription only.","http://schema.org/DrugPrescriptionStatus","","","http://health-lifesci.schema.org"
"http://schema.org/PrimaryCare","PrimaryCare","The medical care by a physician, or other health-care professional, who is the patient's first contact with the health-care system and who may recommend a specialist if necessary.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/Prion","Prion","A prion is an infectious agent composed of protein in a misfolded form.","http://schema.org/InfectiousAgentClass","","","http://health-lifesci.schema.org"
"http://schema.org/Protozoa","Protozoa","Single-celled organism that causes an infection.","http://schema.org/InfectiousAgentClass","","","http://health-lifesci.schema.org"
"http://schema.org/Psychiatric","Psychiatric","A specific branch of medical science that is concerned with the study, treatment, and prevention of mental illness, using both medical and psychological therapies.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/PublicHealth","PublicHealth","Branch of medicine that pertains to the health services to improve and protect community health, especially epidemiology, sanitation, immunization, and preventive medicine.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/PublicHolidays","PublicHolidays","This stands for any day that is a public holiday; it is a placeholder for all official public holidays in some particular location. While not technically a ""day of the week"", it can be used with <a class=""localLink"" href=""http://schema.org/OpeningHoursSpecification"">OpeningHoursSpecification</a>. In the context of an opening hours specification it can be used to indicate opening hours on public holidays, overriding general opening hours for the day of the week on which a public holiday occurs.","http://schema.org/DayOfWeek","","",""
"http://schema.org/Pulmonary","Pulmonary","A specific branch of medical science that pertains to the study of the respiratory system and its respective disease states.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/Radiography","Radiography","Radiography is an imaging technique that uses electromagnetic radiation other than visible light, especially X-rays, to view the internal structure of a non-uniformly composed and opaque object such as the human body.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/RandomizedTrial","RandomizedTrial","A randomized trial design.","http://schema.org/MedicalTrialDesign","","","http://health-lifesci.schema.org"
"http://schema.org/ReadPermission","ReadPermission","Permission to read or view the document.","http://schema.org/DigitalDocumentPermissionType","","",""
"http://schema.org/RearWheelDriveConfiguration","RearWheelDriveConfiguration","Real-wheel drive is a transmission layout where the engine drives the rear wheels.","http://schema.org/DriveWheelConfigurationValue","","",""
"http://schema.org/Recruiting","Recruiting","Recruiting participants.","http://schema.org/MedicalStudyStatus","","","http://health-lifesci.schema.org"
"http://schema.org/RefurbishedCondition","RefurbishedCondition","Indicates that the item is refurbished.","http://schema.org/OfferItemCondition","","",""
"http://schema.org/Registry","Registry","A registry-based study design.","http://schema.org/MedicalObservationalStudyDesign","","","http://health-lifesci.schema.org"
"http://schema.org/ReimbursementCap","ReimbursementCap","The drug's cost represents the maximum reimbursement paid by an insurer for the drug.","http://schema.org/DrugCostCategory","","","http://health-lifesci.schema.org"
"http://schema.org/RemixAlbum","RemixAlbum","RemixAlbum.","http://schema.org/MusicAlbumProductionType","","",""
"http://schema.org/Renal","Renal","A specific branch of medical science that pertains to the study of the kidneys and its respective disease states.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/RentalVehicleUsage","RentalVehicleUsage","Indicates the usage of the vehicle as a rental car.","http://schema.org/CarUsageType","","","http://auto.schema.org"
"http://schema.org/ReservationCancelled","ReservationCancelled","The status for a previously confirmed reservation that is now cancelled.","http://schema.org/ReservationStatusType","","",""
"http://schema.org/ReservationConfirmed","ReservationConfirmed","The status of a confirmed reservation.","http://schema.org/ReservationStatusType","","",""
"http://schema.org/ReservationHold","ReservationHold","The status of a reservation on hold pending an update like credit card number or flight changes.","http://schema.org/ReservationStatusType","","",""
"http://schema.org/ReservationPending","ReservationPending","The status of a reservation when a request has been sent, but not confirmed.","http://schema.org/ReservationStatusType","","",""
"http://schema.org/RespiratoryTherapy","RespiratoryTherapy","The therapy that is concerned with the maintenance or improvement of respiratory function (as in patients with pulmonary disease).","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/ResultsAvailable","ResultsAvailable","Results are available.","http://schema.org/MedicalStudyStatus","","","http://health-lifesci.schema.org"
"http://schema.org/ResultsNotAvailable","ResultsNotAvailable","Results are not available.","http://schema.org/MedicalStudyStatus","","","http://health-lifesci.schema.org"
"http://schema.org/Retail","Retail","The drug's cost represents the retail cost of the drug.","http://schema.org/DrugCostCategory","","","http://health-lifesci.schema.org"
"http://schema.org/Rheumatologic","Rheumatologic","A specific branch of medical science that deals with the study and treatment of rheumatic, autoimmune or joint diseases.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/RightHandDriving","RightHandDriving","The steering position is on the right side of the vehicle (viewed from the main direction of driving).","http://schema.org/SteeringPositionValue","","",""
"http://schema.org/RsvpResponseMaybe","RsvpResponseMaybe","The invitee may or may not attend.","http://schema.org/RsvpResponseType","","",""
"http://schema.org/RsvpResponseNo","RsvpResponseNo","The invitee will not attend.","http://schema.org/RsvpResponseType","","",""
"http://schema.org/RsvpResponseYes","RsvpResponseYes","The invitee will attend.","http://schema.org/RsvpResponseType","","",""
"http://schema.org/Saturday","Saturday","The day of the week between Friday and Sunday.","http://schema.org/DayOfWeek","","",""
"http://schema.org/SeatingMap","SeatingMap","A seating map.","http://schema.org/MapCategoryType","","",""
"http://schema.org/SingleBlindedTrial","SingleBlindedTrial","A trial design in which the researcher knows which treatment the patient was randomly assigned to but the patient does not.","http://schema.org/MedicalTrialDesign","","","http://health-lifesci.schema.org"
"http://schema.org/SingleCenterTrial","SingleCenterTrial","A trial that takes place at a single center.","http://schema.org/MedicalTrialDesign","","","http://health-lifesci.schema.org"
"http://schema.org/SinglePlayer","SinglePlayer","Play mode: SinglePlayer. Which is played by a lone player.","http://schema.org/GamePlayMode","","",""
"http://schema.org/SingleRelease","SingleRelease","SingleRelease.","http://schema.org/MusicAlbumReleaseType","","",""
"http://schema.org/Skin","Skin","Skin assessment with clinical examination.","http://schema.org/PhysicalExam","","","http://health-lifesci.schema.org"
"http://schema.org/SoldOut","SoldOut","Indicates that the item has sold out.","http://schema.org/ItemAvailability","","",""
"http://schema.org/SoundtrackAlbum","SoundtrackAlbum","SoundtrackAlbum.","http://schema.org/MusicAlbumProductionType","","",""
"http://schema.org/SpeechPathology","SpeechPathology","The scientific study and treatment of defects, disorders, and malfunctions of speech and voice, as stuttering, lisping, or lalling, and of language disturbances, as aphasia or delayed language acquisition.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/SpokenWordAlbum","SpokenWordAlbum","SpokenWordAlbum.","http://schema.org/MusicAlbumProductionType","","",""
"http://schema.org/StrengthTraining","StrengthTraining","Physical activity that is engaged in to improve muscle and bone strength. Also referred to as resistance training.","http://schema.org/PhysicalActivityCategory","","","http://health-lifesci.schema.org"
"http://schema.org/StudioAlbum","StudioAlbum","StudioAlbum.","http://schema.org/MusicAlbumProductionType","","",""
"http://schema.org/Sunday","Sunday","The day of the week between Saturday and Monday.","http://schema.org/DayOfWeek","","",""
"http://schema.org/Surgical","Surgical","A specific branch of medical science that pertains to treating diseases, injuries and deformities by manual and instrumental means.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/Suspended","Suspended","Suspended.","http://schema.org/MedicalStudyStatus","","","http://health-lifesci.schema.org"
"http://schema.org/TaxiVehicleUsage","TaxiVehicleUsage","Indicates the usage of the car as a taxi.","http://schema.org/CarUsageType","","","http://auto.schema.org"
"http://schema.org/Terminated","Terminated","Terminated.","http://schema.org/MedicalStudyStatus","","","http://health-lifesci.schema.org"
"http://schema.org/Therapeutic","Therapeutic","A medical device used for therapeutic purposes.","http://schema.org/MedicalDevicePurpose","","","http://health-lifesci.schema.org"
"http://schema.org/Throat","Throat","Throat assessment with  clinical examination.","http://schema.org/PhysicalExam","","","http://health-lifesci.schema.org"
"http://schema.org/Thursday","Thursday","The day of the week between Wednesday and Friday.","http://schema.org/DayOfWeek","","",""
"http://schema.org/TollFree","TollFree","The associated telephone number is toll free.","http://schema.org/ContactPointOption","","",""
"http://schema.org/Toxicologic","Toxicologic","A specific branch of medical science that is concerned with poisons, their nature, effects and detection and involved in the treatment of poisoning.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/TraditionalChinese","TraditionalChinese","A system of medicine based on common theoretical concepts that originated in China and evolved over thousands of years, that uses herbs, acupuncture, exercise, massage, dietary therapy, and other methods to treat a wide range of conditions.","http://schema.org/MedicineSystem","","","http://health-lifesci.schema.org"
"http://schema.org/TransitMap","TransitMap","A transit map.","http://schema.org/MapCategoryType","","",""
"http://schema.org/TripleBlindedTrial","TripleBlindedTrial","A trial design in which neither the researcher, the person administering the therapy nor the patient knows the details of the treatment the patient was randomly assigned to.","http://schema.org/MedicalTrialDesign","","","http://health-lifesci.schema.org"
"http://schema.org/Tuesday","Tuesday","The day of the week between Monday and Wednesday.","http://schema.org/DayOfWeek","","",""
"http://schema.org/Ultrasound","Ultrasound","Ultrasound imaging.","http://schema.org/MedicalImagingTechnique","","","http://health-lifesci.schema.org"
"http://schema.org/UnofficialLegalValue","UnofficialLegalValue","Indicates that a document has no particular or special standing (e.g. a republication of a law by a private publisher).","http://schema.org/LegalValueLevel","","","http://pending.schema.org"
"http://schema.org/Urologic","Urologic","A specific branch of medical science that is concerned with the diagnosis and treatment of diseases pertaining to the urinary tract and the urogenital system.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/UsedCondition","UsedCondition","Indicates that the item is used.","http://schema.org/OfferItemCondition","","",""
"http://schema.org/VeganDiet","VeganDiet","A diet exclusive of all animal products.","http://schema.org/RestrictedDiet","","",""
"http://schema.org/VegetarianDiet","VegetarianDiet","A diet exclusive of animal meat.","http://schema.org/RestrictedDiet","","",""
"http://schema.org/VenueMap","VenueMap","A venue map (e.g. for malls, auditoriums, museums, etc.).","http://schema.org/MapCategoryType","","",""
"http://schema.org/VinylFormat","VinylFormat","VinylFormat.","http://schema.org/MusicReleaseFormatType","","",""
"http://schema.org/Virus","Virus","Pathogenic virus that causes viral infection.","http://schema.org/InfectiousAgentClass","","","http://health-lifesci.schema.org"
"http://schema.org/Wednesday","Wednesday","The day of the week between Tuesday and Thursday.","http://schema.org/DayOfWeek","","",""
"http://schema.org/WesternConventional","WesternConventional","The conventional Western system of medicine, that aims to apply the best available evidence gained from the scientific method to clinical decision making. Also known as conventional or Western medicine.","http://schema.org/MedicineSystem","","","http://health-lifesci.schema.org"
"http://schema.org/Wholesale","Wholesale","The drug's cost represents the wholesale acquisition cost of the drug.","http://schema.org/DrugCostCategory","","","http://health-lifesci.schema.org"
"http://schema.org/Withdrawn","Withdrawn","Withdrawn.","http://schema.org/MedicalStudyStatus","","","http://health-lifesci.schema.org"
"http://schema.org/WritePermission","WritePermission","Permission to write or edit the document.","http://schema.org/DigitalDocumentPermissionType","","",""
"http://schema.org/XRay","XRay","X-ray imaging.","http://schema.org/MedicalImagingTechnique","","","http://health-lifesci.schema.org"
"http://schema.org/ZoneBoardingPolicy","ZoneBoardingPolicy","The airline boards by zones of the plane.","http://schema.org/BoardingPolicyType","","",""
