Class,Name,Domain Bucket
Predicate,https://schema.org/aspect-input,< 1K
Predicate,https://schema.org/aspect-output,< 1K
Predicate,https://schema.org/assembly,< 1K
Predicate,https://schema.org/assembly-input,< 1K
Predicate,https://schema.org/assembly-output,< 1K
Predicate,https://schema.org/assemblyVersion,< 1K
Predicate,https://schema.org/assemblyVersion-input,< 1K
Predicate,https://schema.org/assemblyVersion-output,< 1K
Predicate,https://schema.org/assesses,1K - 10K
Predicate,https://schema.org/assesses-input,< 1K
Predicate,https://schema.org/assesses-output,< 1K
Predicate,https://schema.org/associatedAnatomy,1K - 10K
Predicate,https://schema.org/associatedAnatomy-input,< 1K
Predicate,https://schema.org/associatedAnatomy-output,< 1K
Predicate,https://schema.org/associatedArticle,1K - 10K
Predicate,https://schema.org/associatedArticle-input,< 1K
Predicate,https://schema.org/associatedArticle-output,< 1K
Predicate,https://schema.org/associatedClaimReview,< 1K
Predicate,https://schema.org/associatedClaimReview-input,< 1K
Predicate,https://schema.org/associatedClaimReview-output,< 1K
Predicate,https://schema.org/associatedDisease,< 1K
Predicate,https://schema.org/associatedDisease-input,< 1K
Predicate,https://schema.org/associatedDisease-output,< 1K
Predicate,https://schema.org/associatedMedia,100K - 1M
Predicate,https://schema.org/associatedMedia-input,< 1K
Predicate,https://schema.org/associatedMedia-output,< 1K
Predicate,https://schema.org/associatedMediaReview,< 1K
Predicate,https://schema.org/associatedMediaReview-input,< 1K
Predicate,https://schema.org/associatedMediaReview-output,< 1K
Predicate,https://schema.org/associatedPathophysiology,< 1K
Predicate,https://schema.org/associatedPathophysiology-input,< 1K
Predicate,https://schema.org/associatedPathophysiology-output,< 1K
Predicate,https://schema.org/associatedReview,< 1K
Predicate,https://schema.org/associatedReview-input,< 1K
Predicate,https://schema.org/associatedReview-output,< 1K
Predicate,https://schema.org/athlete,1K - 10K
Predicate,https://schema.org/athlete-input,< 1K
Predicate,https://schema.org/athlete-output,< 1K
Predicate,https://schema.org/attendee,1K - 10K
Predicate,https://schema.org/attendee-input,< 1K
Predicate,https://schema.org/attendee-output,< 1K
Predicate,https://schema.org/attendees,< 1K
Predicate,https://schema.org/attendees-input,< 1K
Predicate,https://schema.org/attendees-output,< 1K
Predicate,https://schema.org/audience,100K - 1M
Predicate,https://schema.org/audience-input,< 1K
Predicate,https://schema.org/audience-output,< 1K
Predicate,https://schema.org/audienceType,100K - 1M
Predicate,https://schema.org/audienceType-input,< 1K
Predicate,https://schema.org/audienceType-output,< 1K
Predicate,https://schema.org/audio,10K - 100K
Predicate,https://schema.org/audio-input,< 1K
Predicate,https://schema.org/audio-output,< 1K
Predicate,https://schema.org/auditDate,< 1K
Predicate,https://schema.org/auditDate-input,< 1K
Predicate,https://schema.org/auditDate-output,< 1K
Predicate,https://schema.org/authenticator,< 1K
Predicate,https://schema.org/authenticator-input,< 1K
Predicate,https://schema.org/authenticator-output,< 1K
Predicate,https://schema.org/author,10M+
Predicate,https://schema.org/author-input,< 1K
Predicate,https://schema.org/author-output,< 1K
Predicate,https://schema.org/availability,10M+
Predicate,https://schema.org/availability-input,< 1K
Predicate,https://schema.org/availability-output,< 1K
Predicate,https://schema.org/availabilityEnds,10K - 100K
Predicate,https://schema.org/availabilityEnds-input,< 1K
Predicate,https://schema.org/availabilityEnds-output,< 1K
Predicate,https://schema.org/availabilityStarts,10K - 100K
Predicate,https://schema.org/availabilityStarts-input,< 1K
Predicate,https://schema.org/availabilityStarts-output,< 1K
Predicate,https://schema.org/availableAtOrFrom,10K - 100K
Predicate,https://schema.org/availableAtOrFrom-input,< 1K
Predicate,https://schema.org/availableAtOrFrom-output,< 1K
Predicate,https://schema.org/availableChannel,100K - 1M
Predicate,https://schema.org/availableChannel-input,< 1K
Predicate,https://schema.org/availableChannel-output,< 1K
Predicate,https://schema.org/availableDeliveryMethod,100K - 1M
Predicate,https://schema.org/availableDeliveryMethod-input,< 1K
Predicate,https://schema.org/availableDeliveryMethod-output,< 1K
Predicate,https://schema.org/availableFrom,< 1K
Predicate,https://schema.org/availableFrom-input,< 1K
Predicate,https://schema.org/availableFrom-output,< 1K
Predicate,https://schema.org/availableIn,< 1K
Predicate,https://schema.org/availableIn-input,< 1K
Predicate,https://schema.org/availableIn-output,< 1K
Predicate,https://schema.org/availableLanguage,1M - 10M
Predicate,https://schema.org/availableLanguage-input,< 1K
Predicate,https://schema.org/availableLanguage-output,< 1K
Predicate,https://schema.org/availableOnDevice,1K - 10K
Predicate,https://schema.org/availableOnDevice-input,< 1K
Predicate,https://schema.org/availableOnDevice-output,< 1K
Predicate,https://schema.org/availableService,10K - 100K
Predicate,https://schema.org/availableService-input,< 1K
Predicate,https://schema.org/availableService-output,< 1K
Predicate,https://schema.org/availableStrength,< 1K
Predicate,https://schema.org/availableStrength-input,< 1K
Predicate,https://schema.org/availableStrength-output,< 1K
Predicate,https://schema.org/availableTest,< 1K
Predicate,https://schema.org/availableTest-input,< 1K
Predicate,https://schema.org/availableTest-output,< 1K
Predicate,https://schema.org/availableThrough,< 1K
Predicate,https://schema.org/availableThrough-input,< 1K
Predicate,https://schema.org/availableThrough-output,< 1K
Predicate,https://schema.org/award,100K - 1M
Predicate,https://schema.org/award-input,< 1K
Predicate,https://schema.org/award-output,< 1K
Predicate,https://schema.org/awards,1K - 10K
Predicate,https://schema.org/awards-input,< 1K
Predicate,https://schema.org/awards-output,< 1K
Predicate,https://schema.org/awayTeam,10K - 100K
Predicate,https://schema.org/awayTeam-input,< 1K
Predicate,https://schema.org/awayTeam-output,< 1K
Predicate,https://schema.org/backstory,1K - 10K
Predicate,https://schema.org/backstory-input,< 1K
Predicate,https://schema.org/backstory-output,< 1K
Predicate,https://schema.org/bankAccountType,< 1K
Predicate,https://schema.org/bankAccountType-input,< 1K
Predicate,https://schema.org/bankAccountType-output,< 1K
Predicate,https://schema.org/baseSalary,10K - 100K
Predicate,https://schema.org/baseSalary-input,< 1K
Predicate,https://schema.org/baseSalary-output,< 1K
Predicate,https://schema.org/bccRecipient,< 1K
Predicate,https://schema.org/bccRecipient-input,< 1K
Predicate,https://schema.org/bccRecipient-output,< 1K
Predicate,https://schema.org/bed,10K - 100K
Predicate,https://schema.org/bed-input,< 1K
Predicate,https://schema.org/bed-output,< 1K
Predicate,https://schema.org/beforeMedia,< 1K
Predicate,https://schema.org/beforeMedia-input,< 1K
Predicate,https://schema.org/beforeMedia-output,< 1K
Predicate,https://schema.org/beneficiaryBank,< 1K
Predicate,https://schema.org/beneficiaryBank-input,< 1K
Predicate,https://schema.org/beneficiaryBank-output,< 1K
Predicate,https://schema.org/benefits,1K - 10K
Predicate,https://schema.org/benefits-input,< 1K
Predicate,https://schema.org/benefits-output,< 1K
Predicate,https://schema.org/benefitsSummaryUrl,< 1K
Predicate,https://schema.org/benefitsSummaryUrl-input,< 1K
Predicate,https://schema.org/benefitsSummaryUrl-output,< 1K
Predicate,https://schema.org/bestRating,1M - 10M
Predicate,https://schema.org/bestRating-input,< 1K
Predicate,https://schema.org/bestRating-output,< 1K
Predicate,https://schema.org/billingAddress,< 1K
Predicate,https://schema.org/billingAddress-input,< 1K
Predicate,https://schema.org/billingAddress-output,< 1K
Predicate,https://schema.org/billingDuration,10K - 100K
Predicate,https://schema.org/billingDuration-input,< 1K
Predicate,https://schema.org/billingDuration-output,< 1K
Predicate,https://schema.org/billingIncrement,10K - 100K
Predicate,https://schema.org/billingIncrement-input,< 1K
Predicate,https://schema.org/billingIncrement-output,< 1K
Predicate,https://schema.org/billingPeriod,1K - 10K
Predicate,https://schema.org/billingPeriod-input,< 1K
Predicate,https://schema.org/billingPeriod-output,< 1K
Predicate,https://schema.org/billingStart,< 1K
Predicate,https://schema.org/billingStart-input,< 1K
Predicate,https://schema.org/billingStart-output,< 1K
Predicate,https://schema.org/bioChemInteraction,< 1K
Predicate,https://schema.org/bioChemInteraction-input,< 1K
Predicate,https://schema.org/bioChemInteraction-output,< 1K
Predicate,https://schema.org/bioChemSimilarity,< 1K
Predicate,https://schema.org/bioChemSimilarity-input,< 1K
Predicate,https://schema.org/bioChemSimilarity-output,< 1K
Predicate,https://schema.org/biologicalRole,< 1K
Predicate,https://schema.org/biologicalRole-input,< 1K
Predicate,https://schema.org/biologicalRole-output,< 1K
Predicate,https://schema.org/biomechnicalClass,< 1K
Predicate,https://schema.org/biomechnicalClass-input,< 1K
Predicate,https://schema.org/biomechnicalClass-output,< 1K
Predicate,https://schema.org/birthDate,10K - 100K
Predicate,https://schema.org/birthDate-input,< 1K
Predicate,https://schema.org/birthDate-output,< 1K
Predicate,https://schema.org/birthPlace,10K - 100K
Predicate,https://schema.org/birthPlace-input,< 1K
Predicate,https://schema.org/birthPlace-output,< 1K
Predicate,https://schema.org/bitrate,1K - 10K
Predicate,https://schema.org/bitrate-input,< 1K
Predicate,https://schema.org/bitrate-output,< 1K
Predicate,https://schema.org/blogPost,100K - 1M
Predicate,https://schema.org/blogPost-input,< 1K
Predicate,https://schema.org/blogPost-output,< 1K
Predicate,https://schema.org/blogPosts,10K - 100K
Predicate,https://schema.org/blogPosts-input,< 1K
Predicate,https://schema.org/blogPosts-output,< 1K
Predicate,https://schema.org/bloodSupply,< 1K
Predicate,https://schema.org/bloodSupply-input,< 1K
Predicate,https://schema.org/bloodSupply-output,< 1K
Predicate,https://schema.org/boardingGroup,< 1K
Predicate,https://schema.org/boardingGroup-input,< 1K
Predicate,https://schema.org/boardingGroup-output,< 1K
Predicate,https://schema.org/boardingPolicy,< 1K
Predicate,https://schema.org/boardingPolicy-input,< 1K
Predicate,https://schema.org/boardingPolicy-output,< 1K
Predicate,https://schema.org/bodyLocation,10K - 100K
Predicate,https://schema.org/bodyLocation-input,< 1K
Predicate,https://schema.org/bodyLocation-output,< 1K
Predicate,https://schema.org/bodyType,10K - 100K
Predicate,https://schema.org/bodyType-input,< 1K
Predicate,https://schema.org/bodyType-output,< 1K
Predicate,https://schema.org/bookEdition,1K - 10K
Predicate,https://schema.org/bookEdition-input,< 1K
Predicate,https://schema.org/bookEdition-output,< 1K
Predicate,https://schema.org/bookFormat,10K - 100K
Predicate,https://schema.org/bookFormat-input,< 1K
Predicate,https://schema.org/bookFormat-output,< 1K
Predicate,https://schema.org/bookingAgent,< 1K
Predicate,https://schema.org/bookingAgent-input,< 1K
Predicate,https://schema.org/bookingAgent-output,< 1K
Predicate,https://schema.org/bookingTime,< 1K
Predicate,https://schema.org/bookingTime-input,< 1K
Predicate,https://schema.org/bookingTime-output,< 1K
Predicate,https://schema.org/borrower,< 1K
Predicate,https://schema.org/borrower-input,< 1K
Predicate,https://schema.org/borrower-output,< 1K
Predicate,https://schema.org/box,1K - 10K
Predicate,https://schema.org/box-input,< 1K
Predicate,https://schema.org/box-output,< 1K
Predicate,https://schema.org/branch,< 1K
Predicate,https://schema.org/branch-input,< 1K
Predicate,https://schema.org/branch-output,< 1K
Predicate,https://schema.org/branchCode,1K - 10K
Predicate,https://schema.org/branchCode-input,< 1K
Predicate,https://schema.org/branchCode-output,< 1K
Predicate,https://schema.org/branchOf,10K - 100K
Predicate,https://schema.org/branchOf-input,< 1K
Predicate,https://schema.org/branchOf-output,< 1K
Predicate,https://schema.org/brand,1M - 10M
Predicate,https://schema.org/brand-input,< 1K
Predicate,https://schema.org/brand-output,< 1K
Predicate,https://schema.org/breadcrumb,10M+
Predicate,https://schema.org/breadcrumb-input,< 1K
Predicate,https://schema.org/breadcrumb-output,< 1K
Predicate,https://schema.org/breastfeedingWarning,< 1K
Predicate,https://schema.org/breastfeedingWarning-input,< 1K
Predicate,https://schema.org/breastfeedingWarning-output,< 1K
Predicate,https://schema.org/broadcastAffiliateOf,< 1K
Predicate,https://schema.org/broadcastAffiliateOf-input,< 1K
Predicate,https://schema.org/broadcastAffiliateOf-output,< 1K
Predicate,https://schema.org/broadcastChannelId,< 1K
Predicate,https://schema.org/broadcastChannelId-input,< 1K
Predicate,https://schema.org/broadcastChannelId-output,< 1K
Predicate,https://schema.org/broadcastDisplayName,1K - 10K
Predicate,https://schema.org/broadcastDisplayName-input,< 1K
Predicate,https://schema.org/broadcastDisplayName-output,< 1K
Predicate,https://schema.org/broadcastFrequency,1K - 10K
Predicate,https://schema.org/broadcastFrequency-input,< 1K
Predicate,https://schema.org/broadcastFrequency-output,< 1K
Predicate,https://schema.org/broadcastFrequencyValue,< 1K
Predicate,https://schema.org/broadcastFrequencyValue-input,< 1K
Predicate,https://schema.org/broadcastFrequencyValue-output,< 1K
Predicate,https://schema.org/broadcastOfEvent,1K - 10K
Predicate,https://schema.org/broadcastOfEvent-input,< 1K
Predicate,https://schema.org/broadcastOfEvent-output,< 1K
Predicate,https://schema.org/broadcastServiceTier,< 1K
Predicate,https://schema.org/broadcastServiceTier-input,< 1K
Predicate,https://schema.org/broadcastServiceTier-output,< 1K
Predicate,https://schema.org/broadcastSignalModulation,< 1K
Predicate,https://schema.org/broadcastSignalModulation-input,< 1K
Predicate,https://schema.org/broadcastSignalModulation-output,< 1K
Predicate,https://schema.org/broadcastSubChannel,< 1K
Predicate,https://schema.org/broadcastSubChannel-input,< 1K
Predicate,https://schema.org/broadcastSubChannel-output,< 1K
Predicate,https://schema.org/broadcastTimezone,< 1K
Predicate,https://schema.org/broadcastTimezone-input,< 1K
Predicate,https://schema.org/broadcastTimezone-output,< 1K
Predicate,https://schema.org/broadcaster,< 1K
Predicate,https://schema.org/broadcaster-input,< 1K
Predicate,https://schema.org/broadcaster-output,< 1K
Predicate,https://schema.org/broker,1K - 10K
Predicate,https://schema.org/broker-input,< 1K
Predicate,https://schema.org/broker-output,< 1K
Predicate,https://schema.org/browserRequirements,10K - 100K
Predicate,https://schema.org/browserRequirements-input,< 1K
Predicate,https://schema.org/browserRequirements-output,< 1K
Predicate,https://schema.org/busName,< 1K
Predicate,https://schema.org/busName-input,< 1K
Predicate,https://schema.org/busName-output,< 1K
Predicate,https://schema.org/busNumber,< 1K
Predicate,https://schema.org/busNumber-input,< 1K
Predicate,https://schema.org/busNumber-output,< 1K
Predicate,https://schema.org/businessDays,10K - 100K
Predicate,https://schema.org/businessDays-input,< 1K
Predicate,https://schema.org/businessDays-output,< 1K
Predicate,https://schema.org/businessFunction,1M - 10M
Predicate,https://schema.org/businessFunction-input,< 1K
Predicate,https://schema.org/businessFunction-output,< 1K
Predicate,https://schema.org/buyer,< 1K
Predicate,https://schema.org/buyer-input,< 1K
Predicate,https://schema.org/buyer-output,< 1K
Predicate,https://schema.org/byArtist,10K - 100K
Predicate,https://schema.org/byArtist-input,< 1K
Predicate,https://schema.org/byArtist-output,< 1K
Predicate,https://schema.org/byDay,1K - 10K
Predicate,https://schema.org/byDay-input,< 1K
Predicate,https://schema.org/byDay-output,< 1K
Predicate,https://schema.org/byMonth,< 1K
Predicate,https://schema.org/byMonth-input,< 1K
Predicate,https://schema.org/byMonth-output,< 1K
Predicate,https://schema.org/byMonthDay,< 1K
Predicate,https://schema.org/byMonthDay-input,< 1K
Predicate,https://schema.org/byMonthDay-output,< 1K
Predicate,https://schema.org/byMonthWeek,< 1K
Predicate,https://schema.org/byMonthWeek-input,< 1K
Predicate,https://schema.org/byMonthWeek-output,< 1K
Predicate,https://schema.org/callSign,< 1K
Predicate,https://schema.org/callSign-input,< 1K
Predicate,https://schema.org/callSign-output,< 1K
Predicate,https://schema.org/calories,10K - 100K
Predicate,https://schema.org/calories-input,< 1K
Predicate,https://schema.org/calories-output,< 1K
Predicate,https://schema.org/candidate,< 1K
Predicate,https://schema.org/candidate-input,< 1K
Predicate,https://schema.org/candidate-output,< 1K
Predicate,https://schema.org/caption,10M+
Predicate,https://schema.org/caption-input,< 1K
Predicate,https://schema.org/caption-output,< 1K
Predicate,https://schema.org/carbohydrateContent,10K - 100K
Predicate,https://schema.org/carbohydrateContent-input,< 1K
Predicate,https://schema.org/carbohydrateContent-output,< 1K
Predicate,https://schema.org/cargoVolume,1K - 10K
Predicate,https://schema.org/cargoVolume-input,< 1K
Predicate,https://schema.org/cargoVolume-output,< 1K
Predicate,https://schema.org/carrier,< 1K
Predicate,https://schema.org/carrier-input,< 1K
Predicate,https://schema.org/carrier-output,< 1K
Predicate,https://schema.org/carrierRequirements,< 1K
Predicate,https://schema.org/carrierRequirements-input,< 1K
Predicate,https://schema.org/carrierRequirements-output,< 1K
Predicate,https://schema.org/cashBack,< 1K
Predicate,https://schema.org/cashBack-input,< 1K
Predicate,https://schema.org/cashBack-output,< 1K
Predicate,https://schema.org/catalog,< 1K
Predicate,https://schema.org/catalog-input,< 1K
Predicate,https://schema.org/catalog-output,< 1K
Predicate,https://schema.org/catalogNumber,< 1K
Predicate,https://schema.org/catalogNumber-input,< 1K
Predicate,https://schema.org/catalogNumber-output,< 1K
Predicate,https://schema.org/category,1M - 10M
Predicate,https://schema.org/category-input,< 1K
Predicate,https://schema.org/category-output,< 1K
Predicate,https://schema.org/cause,1K - 10K
Predicate,https://schema.org/cause-input,< 1K
Predicate,https://schema.org/cause-output,< 1K
Predicate,https://schema.org/causeOf,< 1K
Predicate,https://schema.org/causeOf-input,< 1K
Predicate,https://schema.org/causeOf-output,< 1K
Predicate,https://schema.org/ccRecipient,< 1K
Predicate,https://schema.org/ccRecipient-input,< 1K
Predicate,https://schema.org/ccRecipient-output,< 1K
Predicate,https://schema.org/certificationIdentification,10K - 100K
Predicate,https://schema.org/certificationIdentification-input,< 1K
Predicate,https://schema.org/certificationIdentification-output,< 1K
Predicate,https://schema.org/certificationRating,< 1K
Predicate,https://schema.org/certificationRating-input,< 1K
Predicate,https://schema.org/certificationRating-output,< 1K
Predicate,https://schema.org/certificationStatus,1K - 10K
Predicate,https://schema.org/certificationStatus-input,< 1K
Predicate,https://schema.org/certificationStatus-output,< 1K
Predicate,https://schema.org/character,1K - 10K
Predicate,https://schema.org/character-input,< 1K
Predicate,https://schema.org/character-output,< 1K
Predicate,https://schema.org/characterAttribute,< 1K
Predicate,https://schema.org/characterAttribute-input,< 1K
Predicate,https://schema.org/characterAttribute-output,< 1K
Predicate,https://schema.org/characterName,< 1K
Predicate,https://schema.org/characterName-input,< 1K
Predicate,https://schema.org/characterName-output,< 1K
Predicate,https://schema.org/cheatCode,< 1K
Predicate,https://schema.org/cheatCode-input,< 1K
Predicate,https://schema.org/cheatCode-output,< 1K
Predicate,https://schema.org/checkinTime,10K - 100K
Predicate,https://schema.org/checkinTime-input,< 1K
Predicate,https://schema.org/checkinTime-output,< 1K
Predicate,https://schema.org/checkoutPageURLTemplate,10K - 100K
Predicate,https://schema.org/checkoutPageURLTemplate-input,< 1K
Predicate,https://schema.org/checkoutPageURLTemplate-output,< 1K
Predicate,https://schema.org/checkoutTime,10K - 100K
Predicate,https://schema.org/checkoutTime-input,< 1K
Predicate,https://schema.org/checkoutTime-output,< 1K
Predicate,https://schema.org/chemicalComposition,< 1K
Predicate,https://schema.org/chemicalComposition-input,< 1K
Predicate,https://schema.org/chemicalComposition-output,< 1K
Predicate,https://schema.org/chemicalRole,< 1K
Predicate,https://schema.org/chemicalRole-input,< 1K
Predicate,https://schema.org/chemicalRole-output,< 1K
Predicate,https://schema.org/childMaxAge,< 1K
Predicate,https://schema.org/childMaxAge-input,< 1K
Predicate,https://schema.org/childMaxAge-output,< 1K
Predicate,https://schema.org/childMinAge,< 1K
Predicate,https://schema.org/childMinAge-input,< 1K
Predicate,https://schema.org/childMinAge-output,< 1K
Predicate,https://schema.org/childTaxon,< 1K
Predicate,https://schema.org/childTaxon-input,< 1K
Predicate,https://schema.org/childTaxon-output,< 1K
Predicate,https://schema.org/children,1K - 10K
Predicate,https://schema.org/children-input,< 1K
Predicate,https://schema.org/children-output,< 1K
Predicate,https://schema.org/cholesterolContent,10K - 100K
Predicate,https://schema.org/cholesterolContent-input,< 1K
Predicate,https://schema.org/cholesterolContent-output,< 1K
Predicate,https://schema.org/circle,1K - 10K
Predicate,https://schema.org/circle-input,< 1K
Predicate,https://schema.org/circle-output,< 1K
Predicate,https://schema.org/citation,10K - 100K
Predicate,https://schema.org/citation-input,< 1K
Predicate,https://schema.org/citation-output,< 1K
Predicate,https://schema.org/claimInterpreter,< 1K
Predicate,https://schema.org/claimInterpreter-input,< 1K
Predicate,https://schema.org/claimInterpreter-output,< 1K
Predicate,https://schema.org/claimReviewed,1K - 10K
Predicate,https://schema.org/claimReviewed-input,< 1K
Predicate,https://schema.org/claimReviewed-output,< 1K
Predicate,https://schema.org/clincalPharmacology,< 1K
Predicate,https://schema.org/clincalPharmacology-input,< 1K
Predicate,https://schema.org/clincalPharmacology-output,< 1K
Predicate,https://schema.org/clinicalPharmacology,< 1K
Predicate,https://schema.org/clinicalPharmacology-input,< 1K
Predicate,https://schema.org/clinicalPharmacology-output,< 1K
Predicate,https://schema.org/clipNumber,< 1K
Predicate,https://schema.org/clipNumber-input,< 1K
Predicate,https://schema.org/clipNumber-output,< 1K
Predicate,https://schema.org/closes,1M - 10M
Predicate,https://schema.org/closes-input,< 1K
Predicate,https://schema.org/closes-output,< 1K
Predicate,https://schema.org/coach,1K - 10K
Predicate,https://schema.org/coach-input,< 1K
Predicate,https://schema.org/coach-output,< 1K
Predicate,https://schema.org/code,1K - 10K
Predicate,https://schema.org/code-input,< 1K
Predicate,https://schema.org/code-output,< 1K
Predicate,https://schema.org/codeRepository,1K - 10K
Predicate,https://schema.org/codeRepository-input,< 1K
Predicate,https://schema.org/codeRepository-output,< 1K
Predicate,https://schema.org/codeSampleType,< 1K
Predicate,https://schema.org/codeSampleType-input,< 1K
Predicate,https://schema.org/codeSampleType-output,< 1K
Predicate,https://schema.org/codeValue,1K - 10K
Predicate,https://schema.org/codeValue-input,< 1K
Predicate,https://schema.org/codeValue-output,< 1K
Predicate,https://schema.org/codingSystem,1K - 10K
Predicate,https://schema.org/codingSystem-input,< 1K
Predicate,https://schema.org/codingSystem-output,< 1K
Predicate,https://schema.org/colleague,1K - 10K
Predicate,https://schema.org/colleague-input,< 1K
Predicate,https://schema.org/colleague-output,< 1K
Predicate,https://schema.org/colleagues,< 1K
Predicate,https://schema.org/colleagues-input,< 1K
Predicate,https://schema.org/colleagues-output,< 1K
Predicate,https://schema.org/collection,< 1K
Predicate,https://schema.org/collection-input,< 1K
Predicate,https://schema.org/collection-output,< 1K
Predicate,https://schema.org/collectionSize,1K - 10K
Predicate,https://schema.org/collectionSize-input,< 1K
Predicate,https://schema.org/collectionSize-output,< 1K
Predicate,https://schema.org/color,100K - 1M
Predicate,https://schema.org/color-input,< 1K
Predicate,https://schema.org/color-output,< 1K
Predicate,https://schema.org/colorSwatch,< 1K
Predicate,https://schema.org/colorSwatch-input,< 1K
Predicate,https://schema.org/colorSwatch-output,< 1K
Predicate,https://schema.org/colorist,< 1K
Predicate,https://schema.org/colorist-input,< 1K
Predicate,https://schema.org/colorist-output,< 1K
Predicate,https://schema.org/comment,10K - 100K
Predicate,https://schema.org/comment-input,< 1K
Predicate,https://schema.org/comment-output,< 1K
Predicate,https://schema.org/commentCount,1M - 10M
Predicate,https://schema.org/commentCount-input,< 1K
Predicate,https://schema.org/commentCount-output,< 1K
Predicate,https://schema.org/commentText,10K - 100K
Predicate,https://schema.org/commentText-input,< 1K
Predicate,https://schema.org/commentText-output,< 1K
Predicate,https://schema.org/commentTime,10K - 100K
Predicate,https://schema.org/commentTime-input,< 1K
Predicate,https://schema.org/commentTime-output,< 1K
Predicate,https://schema.org/companyRegistration,< 1K
Predicate,https://schema.org/companyRegistration-input,< 1K
Predicate,https://schema.org/companyRegistration-output,< 1K
Predicate,https://schema.org/competencyRequired,1K - 10K
Predicate,https://schema.org/competencyRequired-input,< 1K
Predicate,https://schema.org/competencyRequired-output,< 1K
Predicate,https://schema.org/competitor,1K - 10K
Predicate,https://schema.org/competitor-input,< 1K
Predicate,https://schema.org/competitor-output,< 1K
Predicate,https://schema.org/composer,1K - 10K
Predicate,https://schema.org/composer-input,< 1K
Predicate,https://schema.org/composer-output,< 1K
Predicate,https://schema.org/comprisedOf,< 1K
Predicate,https://schema.org/comprisedOf-input,< 1K
Predicate,https://schema.org/comprisedOf-output,< 1K
Predicate,https://schema.org/conditionsOfAccess,< 1K
Predicate,https://schema.org/conditionsOfAccess-input,< 1K
Predicate,https://schema.org/conditionsOfAccess-output,< 1K
Predicate,https://schema.org/confirmationNumber,< 1K
Predicate,https://schema.org/confirmationNumber-input,< 1K
Predicate,https://schema.org/confirmationNumber-output,< 1K
Predicate,https://schema.org/connectedTo,< 1K
Predicate,https://schema.org/connectedTo-input,< 1K
Predicate,https://schema.org/connectedTo-output,< 1K
Predicate,https://schema.org/constraintProperty,< 1K
Predicate,https://schema.org/constraintProperty-input,< 1K
Predicate,https://schema.org/constraintProperty-output,< 1K
Predicate,https://schema.org/contactOption,100K - 1M
Predicate,https://schema.org/contactOption-input,< 1K
Predicate,https://schema.org/contactOption-output,< 1K
Predicate,https://schema.org/contactPoint,1M - 10M
Predicate,https://schema.org/contactPoint-input,< 1K
Predicate,https://schema.org/contactPoint-output,< 1K
Predicate,https://schema.org/contactPoints,< 1K
Predicate,https://schema.org/contactPoints-input,< 1K
Predicate,https://schema.org/contactPoints-output,< 1K
Predicate,https://schema.org/contactType,1M - 10M
Predicate,https://schema.org/contactType-input,< 1K
Predicate,https://schema.org/contactType-output,< 1K
Predicate,https://schema.org/contactlessPayment,< 1K
Predicate,https://schema.org/contactlessPayment-input,< 1K
Predicate,https://schema.org/contactlessPayment-output,< 1K
Predicate,https://schema.org/containedIn,10K - 100K
Predicate,https://schema.org/containedIn-input,< 1K
Predicate,https://schema.org/containedIn-output,< 1K
Predicate,https://schema.org/containedInPlace,100K - 1M
Predicate,https://schema.org/containedInPlace-input,< 1K
Predicate,https://schema.org/containedInPlace-output,< 1K
Predicate,https://schema.org/containsPlace,10K - 100K
Predicate,https://schema.org/containsPlace-input,< 1K
Predicate,https://schema.org/containsPlace-output,< 1K
Predicate,https://schema.org/containsSeason,1K - 10K
Predicate,https://schema.org/containsSeason-input,< 1K
Predicate,https://schema.org/containsSeason-output,< 1K
Predicate,https://schema.org/contentLocation,10K - 100K
Predicate,https://schema.org/contentLocation-input,< 1K
Predicate,https://schema.org/contentLocation-output,< 1K
Predicate,https://schema.org/contentRating,10K - 100K
Predicate,https://schema.org/contentRating-input,< 1K
Predicate,https://schema.org/contentRating-output,< 1K
Predicate,https://schema.org/contentReferenceTime,1K - 10K
Predicate,https://schema.org/contentReferenceTime-input,< 1K
Predicate,https://schema.org/contentReferenceTime-output,< 1K
Predicate,https://schema.org/contentSize,100K - 1M
Predicate,https://schema.org/contentSize-input,< 1K
Predicate,https://schema.org/contentSize-output,< 1K
Predicate,https://schema.org/contentType,10K - 100K
Predicate,https://schema.org/contentType-input,< 1K
Predicate,https://schema.org/contentType-output,< 1K
Predicate,https://schema.org/contentUrl,10M+
Predicate,https://schema.org/contentUrl-input,< 1K
Predicate,https://schema.org/contentUrl-output,< 1K
Predicate,https://schema.org/contraindication,1K - 10K
Predicate,https://schema.org/contraindication-input,< 1K
Predicate,https://schema.org/contraindication-output,< 1K
Predicate,https://schema.org/contributor,100K - 1M
Predicate,https://schema.org/contributor-input,< 1K
Predicate,https://schema.org/contributor-output,< 1K
Predicate,https://schema.org/cookTime,10K - 100K
Predicate,https://schema.org/cookTime-input,< 1K
Predicate,https://schema.org/cookTime-output,< 1K
Predicate,https://schema.org/cookingMethod,1K - 10K
Predicate,https://schema.org/cookingMethod-input,< 1K
Predicate,https://schema.org/cookingMethod-output,< 1K
Predicate,https://schema.org/copyrightHolder,100K - 1M
Predicate,https://schema.org/copyrightHolder-input,< 1K
Predicate,https://schema.org/copyrightHolder-output,< 1K
Predicate,https://schema.org/copyrightNotice,10K - 100K
Predicate,https://schema.org/copyrightNotice-input,< 1K
